SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																																																																								
#MM2 aggiornato alla 3.5																																																																										
																																																																										
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells										
Spellgaunt			STARTFEATS:1	SIZE:L	MOVE:Walk,40,Climb,20	FACE:10	REACH:5	VISION:Darkvision (60')|Low-light		PREALIGN:TN			BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|4|TYPE=Racial	BONUS:SKILL|Jump|6|TYPE=Racial	BONUS:SKILL|Spot|12|TYPE=Racial		BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|3		BONUS:STAT|CHA|10			MONCSKILL:Balance|Climb|Hide|Jump|Spot									LEGS:6	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Disjunctive Bite	ABILITY:Special Ability|AUTOMATIC|Enhanced Bite	ABILITY:Special Ability|AUTOMATIC|Force Web	ABILITY:Special Ability|AUTOMATIC|Snatch Item	ABILITY:Special Ability|AUTOMATIC|Detect Magic	ABILITY:Special Ability|AUTOMATIC|Quick Leap	SR:35	DR:15/Magic and Cold Iron		MONSTERCLASS:Magical Beast:16	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:30,45		CR:12	SOURCEPAGE:MM2											
Spirit of the Land			STARTFEATS:1	SIZE:H	MOVE:Fly,60	FACE:15	REACH:15	VISION:Low-Light		PREALIGN:TN	AUTO:LANG|Common|Elven|Dwarven|Goblin|Telepathy				BONUS:SKILL|Search,Spot|4|TYPE=Racial					BONUS:STAT|DEX|2	BONUS:STAT|CON|20	BONUS:STAT|INT|10	BONUS:STAT|WIS|8	BONUS:STAT|CHA|15			MONCSKILL:Concentration|Diplomacy|Hide|Knowledge (Geography)|Knowledge (Nature)|Listen|Search|Sense Motive|Spellcraft|Spot|Survival																ABILITY:Special Ability|AUTOMATIC|All-Around Vision	ABILITY:Special Ability|AUTOMATIC|Elemental Manifestation|Spirit of the Land Elemental Manifestation	ABILITY:Special Ability|AUTOMATIC|Natural Invisibility	ABILITY:Special Ability|AUTOMATIC|Telepathy	ABILITY:Special Ability|AUTOMATIC|Wild Empathy		SR:34	DR:10/-		MONSTERCLASS:Fey:20	RACETYPE:Fey	RACESUBTYPE:Incorporeal	TYPE:Fey					HITDICEADVANCEMENT:30,60		CR:23	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=20|Chain Lightning|Chill Metal|Cone of Cold|Control Water|Control Weather|Control Winds|Create Water|Earthquake|Fire Storm|Fog Cloud|Heat Metal|Ice Storm|Incendiary Cloud|Lightning Bolt|Move Earth|Produce Flame|Quench|Sleet Storm|Solid Fog|Soften Earth and Stone|Spike Stones|Stone Shape|Wall of Fire|Wall of Ice|Wall of Stone|Whirlwind|Wind Wall	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|5								
Stone Spike			STARTFEATS:1	SIZE:M	MOVE:Walk,20	FACE:5	REACH:5			PREALIGN:TN	AUTO:LANG|Terran|Dwarven		BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|-2	BONUS:STAT|CON|8	BONUS:STAT|INT|-6					MONCSKILL:Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8											MONSTERCLASS:Elemental (Earth/Water):3	RACETYPE:Elemental	RACESUBTYPE:Eart	TYPE:Elemental					HITDICEADVANCEMENT:4,9	LEVELADJUSTMENT:2	CR:2	SOURCEPAGE:MM2											
Swamplight Lynx			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	VISION:Darkvision (60')|Low-light					BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|10	BONUS:STAT|DEX|2	BONUS:STAT|CON|6		BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Hide|Jump|Listen|Move Silently|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Pounce	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Rake	ABILITY:Special Ability|AUTOMATIC|Marsh Move	ABILITY:Special Ability|AUTOMATIC|Swamplight Lynx Skills					MONSTERCLASS:Magical Beast:10	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:15,30	LEVELADJUSTMENT:6	CR:7	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=6|Blur|Daze|Faerie Fire|Light										
Sylph			STARTFEATS:1	SIZE:S	MOVE:Walk,30,Fly,90	FACE:5	REACH:5				AUTO:LANG|Auran|Common								BONUS:STAT|STR|-2	BONUS:STAT|DEX|2	BONUS:STAT|CON|-2	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Escape Artist|Hide|Jump|Knowledge (Nature)|Listen|Move Silently|Spot|Survival|Tumble									LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Greater Invisibility						SR:14			MONSTERCLASS:Sylph:3	RACETYPE:Outsider	RACESUBTYPE:Air	TYPE:Outsider					HITDICEADVANCEMENT:9	LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=HD|Invisibility (Greater)	SPELLS:Summon Elemental|TIMES=1|CASTERLEVEL=12|Summon Monster VI									
Tempest (monster)	OUTPUTNAME:Tempest		STARTFEATS:1	SIZE:G	MOVE:Fly,60	FACE:20	REACH:10			PREALIGN:CN	AUTO:LANG|Common|Aquan|Auran|Terran|Ignan		BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE	BONUS:COMBAT|AC|DeflectionBonus|TYPE=Deflection					BONUS:STAT|STR|18	BONUS:STAT|DEX|-4	BONUS:STAT|CON|18	BONUS:STAT|INT|-2		BONUS:STAT|CHA|6			MONCSKILL:Concentration|Listen|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8		ABILITY:Special Ability|AUTOMATIC|Burn	ABILITY:Special Ability|AUTOMATIC|Drench	ABILITY:Special Ability|AUTOMATIC|Whirlwind	ABILITY:Special Ability|AUTOMATIC|Defensive Aura|Tempest Defensive Aura	ABILITY:Special Ability|AUTOMATIC|Elemental Mastery			DR:10/-		MONSTERCLASS:Tempest (monster):24	RACETYPE:Elemental	RACESUBTYPE:Air|Earth|Fire|Water	TYPE:Elemental					HITDICEADVANCEMENT:48,72		CR:16	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Chill Touch|Gust of Wind|Lightning Bolt|Wind Wall	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|4								
Teratomorph				SIZE:G	MOVE:Walk,30,Fly,50,Swim,90	FACE:20	REACH:15	VISION:Blindsight (240')		PREALIGN:TN									BONUS:STAT|STR|22	BONUS:STAT|DEX|-6	BONUS:STAT|CON|10		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10												LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,4d6		ABILITY:Special Ability|AUTOMATIC|Entropic Touch	ABILITY:Special Ability|AUTOMATIC|Portalwake	ABILITY:Special Ability|AUTOMATIC|Warp Reality	ABILITY:Special Ability|AUTOMATIC|Detect Law	ABILITY:Special Ability|AUTOMATIC|Dimensional Instability	ABILITY:Special Ability|AUTOMATIC|Immunity To Electricity	SR:32			MONSTERCLASS:Ooze:28	RACETYPE:Ooze		TYPE:Ooze	TEMPLATE:Mindless				HITDICEADVANCEMENT:36,84		CR:16	SOURCEPAGE:MM2		ABILITY:Special Ability|AUTOMATIC|Immunity To Acid	ABILITY:SPECIAL Ability|AUTOMATIC|Immunity To Chaos Spells	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2						
Thri-Kreen			STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5	VISION:Darkvision (60')					BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Jump|30|TYPE=Racial				BONUS:STAT|STR|2	BONUS:STAT|DEX|4		BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Balance|Climb|Hide|Jump|Listen|Spot					VFEAT:Deflect Arrows				LEGS:2	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Poison,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep|Leap								MONSTERCLASS:Monstrous Humanoid:2	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid						LEVELADJUSTMENT:3	CR:1	SOURCEPAGE:MM2											
Twig Blight			STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5			PREALIGN:CE	AUTO:LANG|Sylvan		BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-2	BONUS:STAT|DEX|2	BONUS:STAT|CON|2	BONUS:STAT|INT|-6		BONUS:STAT|CHA|-6			MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Poison							DR:5/Bludgeoning or Slashing		MONSTERCLASS:Plant:1	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:3	LEVELADJUSTMENT:2	CR:1/3	SOURCEPAGE:MM2											
Vaporighu			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:NE	AUTO:LANG|Abyssal|Infernal		BONUS:COMBAT|AC|11|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|-2	BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|-2				MONCSKILL:Balance|Bluff|Concentration|Diplomacy|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Spellcraft|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Corrosive Slime	ABILITY:Special Ability|AUTOMATIC|Fear Aura|Vaporighu Fear Aura	ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Poison	ABILITY:Special Ability|AUTOMATIC|Summon Night Hag (Sp)			SR:17	DR:10/Silver		MONSTERCLASS:Outsider:10	RACETYPE:Outsider	RACESUBTYPE:Evil	TYPE:Outsider					HITDICEADVANCEMENT:10,30		CR:9	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Animate Objects|Enlarge|Fly|Light|Mislead|Produce Flame|Deep Slumber		BONUS:VAR|BreathWeaponCone|15	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|6	BONUS:VAR|SummonNightHagLVL|10	ABILITY:SPECIAL Ability|AUTOMATIC|Uncanny Dodge ~ Base	BONUS:VAR|UncannyDodgeFlankingLevel|HD|TYPE=EachClass.STACK	BONUS:VAR|UncannyDodgeLevel|1	BONUS:VAR|SummonNightHagTimes|1	
Windghost			STARTFEATS:1	SIZE:H	MOVE:Fly,30	FACE:15	REACH:10	VISION:Darkvision (60')			AUTO:LANG|Auran		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|12	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Hide|Knowledge (Arcana)|Listen|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Windsong	ABILITY:Special Ability|AUTOMATIC|Fast Healing	ABILITY:Special Ability|AUTOMATIC|Flight (Ex)	ABILITY:Special Ability|AUTOMATIC|Immunity To Air	SR:25			MONSTERCLASS:Aberration:18	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:32,54		CR:15	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=16|Antimagic Field|Dispel Magic|Spell Turning	BONUS:VAR|FastHealing|3		ABILITY:SPECIAL Ability|AUTOMATIC|Immunity To All Mind Affecting Effects	ABILITY:SPECIAL Ability|AUTOMATIC|True Seeing	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|4				
Wyste			STARTFEATS:1	SIZE:H	MOVE:Walk,10,Swim,40	FACE:15	REACH:10	VISION:Blindsight (120')		PREALIGN:TN			BONUS:COMBAT|AC|9|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|12	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|-10		BONUS:STAT|CHA|-2			MONCSKILL:Listen|Spot|Swim									LEGS:0	HANDS:0	BONUS:COMBAT|TOHIT.Bite|4|TYPE=Racial			NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*7,1d4	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6	ABILITY:Special Ability|AUTOMATIC|Bite	ABILITY:Special Ability|AUTOMATIC|Improved Grab								MONSTERCLASS:Aberration:5	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:15		CR:5	SOURCEPAGE:MM2											
Yak Folk		FAVCLASS:Sorcerer	STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10	VISION:Darkvision (60')			AUTO:LANG|Common		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8		BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Disguise|Heal|Knowledge (Arcana)|Use Magic Device			AUTO:WEAPONPROF|Quarterstaff|Falchion		VFEAT:Improved Initiative				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Body Meld|Yak Folk Body Meld	ABILITY:Special Ability|AUTOMATIC|Command Genie	ABILITY:Special Ability|AUTOMATIC|Use Staff							MONSTERCLASS:Monstrous Humanoid:5	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid						LEVELADJUSTMENT:2	CR:4	SOURCEPAGE:MM2											
Yugoloth (Marraenoloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,50	FACE:5	REACH:5			PREALIGN:NE			BONUS:COMBAT|AC|9|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|4		BONUS:STAT|INT|2	BONUS:STAT|WIS|4				MONCSKILL:Appraise|Balance|Bluff|Diplomacy|Intimidate|Knowledge (The Planes)|Listen|Profession (Boater)|Spot|Survival|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Fear Gaze (Su)	ABILITY:Special Ability|AUTOMATIC|Summon Yugoloth ~ Marraenoloth					SR:21			MONSTERCLASS:Outsider:10	RACETYPE:Outsider	RACESUBTYPE:Yugoloth|Evil	TYPE:Outsider					HITDICEADVANCEMENT:20	LEVELADJUSTMENT:5	CR:10	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Alter Self|Animate Dead|Charm Person|Phantasmal Killer|Poison|Produce Flame|Teleport (Greater)										
Yugoloth (Arcanoloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Fly,50	FACE:5	REACH:5			PREALIGN:NE		LANGBONUS:ALL	BONUS:COMBAT|AC|15|TYPE=NaturalArmor.REPLACE							BONUS:STAT|DEX|6		BONUS:STAT|INT|10	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6			MONCSKILL:Bluff|Concentration|Diplomacy|Gather Information|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Profession (Scribe)|Search|Sense Motive|Spellcraft|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Immunity To All Mind Affecting Effects	ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Summon Yugoloth ~ Arcanoloth				SR:24	DR:15/Good		MONSTERCLASS:Arcanoloth:12	RACETYPE:Outsider	RACESUBTYPE:Yugoloth|Evil	TYPE:Outsider					HITDICEADVANCEMENT:24	LEVELADJUSTMENT:7	CR:17	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=12|Darkness|Fly|Heat Metal|Invisibility|Magic Missile|Shapechange|Telekinesis|Warp Wood	SPELLS:Innate|TIMES=1|CASTERLEVEL=12|Fear|Major Image	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Yugoloth (Yagnoloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:10			PREALIGN:NE			BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|20	BONUS:STAT|DEX|4	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Bluff|Climb|Concentration|Diplomacy|Intimidate|Jump|Knowledge (The Planes)|Listen|Sense Motive|Spot									LEGS:2	HANDS:3				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cloud of Acid	ABILITY:Special Ability|AUTOMATIC|Energy Drain ~ Yagnoloth	ABILITY:Special Ability|AUTOMATIC|Stunning Blow	ABILITY:Special Ability|AUTOMATIC|Muscolar Arm			SR:25	DR:15/Good		MONSTERCLASS:Outsider:10	RACETYPE:Outsider	RACESUBTYPE:Yugoloth|Evil	TYPE:Outsider					HITDICEADVANCEMENT:30	LEVELADJUSTMENT:6	CR:10	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=3|CASTERLEVEL=10|Shocking Grasp	BONUS:VAR|BreathWeaponCloud|5	DEFINE:BreathWeaponDice|2	DEFINE:BreathWeaponDamageDie|6							
