SOURCELONG:Fiend Folio	SOURCESHORT:FFo	SOURCEWEB:http://www.gozzilioni.net																																																																										
																																																																												
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	FACE:	REACH:	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|			ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	Spell Res.	Damage Reduction		MONSTERCLASS:	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells												
Varrangoin (Rager)	OUTPUTNAME:Varrangoin, [NAME]	FAVCLASS:Barbarian	STARTFEATS:1	SIZE:M	MOVE:Walk,20,Fly,50	FACE:5	REACH:5	VISION:Darkvision (60')|Low-Light		PREALIGN:CE	AUTO:LANG|Abyssal	LANGBONUS:Undercommon,Common	BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|2					MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Tail Sting,Weapon.Natural.Melee.Finesseable.Piercing.Poison,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Rage|Poison|Rend	ABILITY:Special Ability|AUTOMATIC|Extra Action|Immunity To Mind-Affecting|Uncanny Dodge ~ Base				ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	SR:22	DR:10/Cold Iron		MONSTERCLASS:Magical Beast:8	RACETYPE:Magical Beast	RACESUBTYPE:Varrangoin|Extraplanar	TYPE:Magical Beast					HITDICEADVANCEMENT:10,16		CR:10	SOURCEPAGE:FFo		DEFINE:Maneuverability|4	BONUS:VAR|UncannyDodgeLevel|1	BONUS:VAR|UncannyDodgeFlankingLevel|HD|TYPE=EachClass.STACK									
Vine Horror			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Swim,20	FACE:5	REACH:5	VISION:Low-Light		PREALIGN:NE	AUTO:LANG|Sylvan		BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8		BONUS:STAT|CON|8	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2				MONCSKILL:Hide|Listen|Spot|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Animate Vines (Sp)				ABILITY:Special Ability|AUTOMATIC|Vine Horror Skills			DR:5/Bludgeoning		MONSTERCLASS:Plant:5	RACETYPE:Plant	RACESUBTYPE:Aquatic	TYPE:Plant					HITDICEADVANCEMENT:5,7,16		CR:4	SOURCEPAGE:FFo													
Vorr			STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5			PREALIGN:CE	AUTO:LANG|Abyssal		BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|6	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|4			MONCSKILL:Hide|Listen|Move Silently|Search|Spot|Survival									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d4|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d3		ABILITY:Special Ability|AUTOMATIC|Sneak Attack|Trip	ABILITY:Special Ability|AUTOMATIC|Scent|Shadow Form|Shadow Jump			ABILITY:Special Ability|AUTOMATIC|Vorr Skills					MONSTERCLASS:Outsider:3	RACETYPE:Outsider	RACESUBTYPE:Chaotic|Evil|Extraplanar	TYPE:Outsider					HITDICEADVANCEMENT:6,9		CR:4	SOURCEPAGE:FFo		DEFINE:SneakAttackDice|2	DEFINE:PWShadowForm|1	DEFINE:ShadowJump|60									
Wicker Man				SIZE:H	MOVE:Walk,40	FACE:15	REACH:15			PREALIGN:TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|-2				BONUS:STAT|CHA|-10												LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d8		ABILITY:Special Ability|AUTOMATIC|Encage|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Flaming Body|Immunity To Piercing Damage								MONSTERCLASS:Construct (Mindless):12	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:19,36		CR:11	SOURCEPAGE:FFo													
Yellow Musk Creeper			STARTFEATS:1	SIZE:H	MOVE:Walk,5	FACE:15	REACH:15	VISION:Blindsight (30')		PREALIGN:TN			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE							BONUS:STAT|DEX|6	BONUS:STAT|CON|10			BONUS:STAT|CHA|-2								AUTO:FEAT|Weapon Finesse				LEGS:0	HANDS:0				NATURALATTACKS:Vine Whip,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*6,1d6	NATURALATTACKS:Musk Puff,Weapon.Natural.Finesseable.Ranged.Touch,*1,0	ABILITY:Special Ability|AUTOMATIC|Consume Intelligence|Musk Puff	ABILITY:Special Ability|AUTOMATIC|Regeneration								MONSTERCLASS:Plant:6	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:12,18		CR:4	SOURCEPAGE:FFo		DEFINE:RegenerationRate|5											
Yuan Ti (Anathema)	OUTPUTNAME:[NAME] Yuan-Ti	FAVCLASS:Cleric	STARTFEATS:1	SIZE:H	MOVE:Walk,40,Climb,20,Swim,20	FACE:15	REACH:15	VISION:Darkvision (60')		PREALIGN:CE	AUTO:LANG|Yuan-Ti|Common|Draconic|Abyssal		BONUS:COMBAT|AC|20|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|18	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|12			MONCSKILL:Climb|TYPE.Craft|TYPE.Knowledge|Concentration|Hide|Listen|Move Silently|Search|Spot|Swim|Survival			AUTO:WEAPONPROF|Falchion						LEGS:0	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Poison,*6,1d8		ABILITY:Special Ability|AUTOMATIC|Constrict|Improved Grab|Poison	ABILITY:Special Ability|AUTOMATIC|Immunity To Acid|All-Around Vision|Attach Graft|Regeneration|Resistance To Electricity|Resistance To Fire|Immunity To Poison|Scent|Chameleon Power|Produce Acid|Mass Aversion (Sp)			ABILITY:Special Ability|AUTOMATIC|Anathema Skills		SR:26	DR:15/Good and Magic		MONSTERCLASS:Aberration:22	RACETYPE:Aberration	RACESUBTYPE:Yuan-Ti|Shapechanger	TYPE:Aberration						LEVELADJUSTMENT:6	CR:18	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=3|CASTERLEVEL=20|Animal Trance,12+CHA|Cause Fear,11+CHA|Deeper Darkness|Entangle,11+CHA|Haste,13+CHA|Neutralize Poison,13+CHA|Suggestion,12+CHA|Baleful Polymorph,15+CHA|Unholy Blight,14+CHA	DEFINE:RegenerationRate|5	DEFINE:ElectricityResistanceBonus|10	DEFINE:FireResistanceBonus|10	SPELLS:Innate|TIMES=1|CASTERLEVEL=20|Blasphemy,17+CHA|Unholy Aura,18+CHA								
Yugoloth (Piscoloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Swim,20	FACE:5	REACH:5			PREALIGN:NE			BONUS:COMBAT|AC|14|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8		BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|4			MONCSKILL:Intimidate|Hide|Listen|Move Silently|Search|Sense Motive|Spot|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Pincer,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Tentacle,Weapon.Natural.Melee.Reach.Finesseable.Bludgeoning.Paralysis,*8,0		ABILITY:Special Ability|AUTOMATIC|Augmented Critical ~ Piscoloth|Paralysis (Ex)|Summon Yugoloth ~ Piscoloth	ABILITY:Special Ability|AUTOMATIC|All-Around Vision			ABILITY:Special Ability|AUTOMATIC|Piscoloth Skills		SR:20	DR:10/Good		MONSTERCLASS:Outsider:9	RACETYPE:Outsider	RACESUBTYPE:Yugoloth|Extraplanar|Evil	TYPE:Outsider					HITDICEADVANCEMENT:18,27		CR:9	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Blink|Cause Fear,11+CHA|Detect Good|Detect Magic|Protection from Good|Scare,12+CHA|See Invisibility	SPELLS:Innate|TIMES=3|CASTERLEVEL=9|Meld into Stone|Phantasmal Killer,14+CHA|Stinking Cloud,13+CHA	SPELLS:Innate|TIMES=2|CASTERLEVEL=9|Teleport (Greater),17+CHA										
Yugoloth (Skeroloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,30,Burrow,20,Climb,20	FACE:5	REACH:5			PREALIGN:NE			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide,Move Silently|4|TYPE=Racial	BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-6	BONUS:STAT|WIS|-2				MONCSKILL:Climb|Hide|Listen|Move Silently|Spot									LEGS:4	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*4,1d3		ABILITY:Special Ability|AUTOMATIC|Sneak Attack|Summon Yugoloth ~ Skeroloth	ABILITY:Special Ability|AUTOMATIC|Cringe			ABILITY:Special Ability|AUTOMATIC|Skeroloth Skills					MONSTERCLASS:Outsider:4	RACETYPE:Outsider	RACESUBTYPE:Yugoloth|Extraplanar|Evil	TYPE:Outsider					HITDICEADVANCEMENT:4,10,15		CR:3	SOURCEPAGE:FFo	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=4|Daze,10+CHA|Detect Good|Jump,11+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=4|Burning Hands,11+CHA|Expeditious Retreat	DEFINE:SneakAttackDice|1										
Yurian		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:M	MOVE:Walk,30,Swim,20	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Aquan		BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|4|TYPE=Racial				BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2			MONCSKILL:Hide|Listen|Spot|Swim									LEGS:2	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6			ABILITY:Special Ability|AUTOMATIC|Limited Regeneration			ABILITY:Special Ability|AUTOMATIC|Yurian Skills					MONSTERCLASS:Monstrous Humanoid:3	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Aquatic	TYPE:Monstrous Humanoid					HITDICEADVANCEMENT:5,9	LEVELADJUSTMENT:4	CR:1	SOURCEPAGE:FFo													
Zodar			STARTFEATS:1	SIZE:M	MOVE:Walk,60	FACE:5	REACH:5						BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|14	BONUS:STAT|DEX|6			BONUS:STAT|WIS|6													LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6		ABILITY:Special Ability|AUTOMATIC|Constrict	ABILITY:Special Ability|AUTOMATIC|Burst of Strength|Invulnerability (Ex)|Wish								MONSTERCLASS:Construct (Mindless):16	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:45		CR:16	SOURCEPAGE:FFo		DEFINE:BurstOfStrengthDC|3											
