SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Howling Chain			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One chain of force.		DURATION:1 round/level	SAVEINFO:See text	SPELLRES:Yes	DESC:Creates chain around opponent causing penalties; see text.	SOURCEPAGE:SpC		COST:500										
Hungry Gizzard			TYPE:Divine	CLASSES:Druid=6		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One medium or smaller creature.		DURATION:1 round/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Creature gets trapped inside a gizzard that does 2d8+8 crushing, 1d8 acid.	SOURCEPAGE:SpC												
Hunters of Hades			TYPE:Divine	CLASSES:Cleric=9		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 minute	RANGE:Medium	TARGETAREA:Two summoned pack of fiends, which can be no more than 30 ft apart, or one retriever.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Summon either a Retriever [MM 46] or a pair of pack fiends [PHB 128].	SOURCEPAGE:SpC		COST:500										
Hunter's Mercy			TYPE:Divine	CLASSES:Ranger=1		SCHOOL:Transmutation			COMPS:S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your next bow attack automatically hits and threatens a critical.	SOURCEPAGE:SpC												
Hurl			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Enchants one melee weapon to return to the thrower after being thrown. For the duration the weapon returns to its wielder at the beginning of his next action.	SOURCEPAGE:SpC												
Hymn of Praise			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Evocation		DESCRIPTOR:Good|Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:50-ft.	TARGETAREA:50-ft-radius emanation, centered on you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Boost good-aligned divine spellcasters by 2 levels, +4 Sacred bonus on CHA checks on turning undead, -4 penalty on CHA check for rebuke undead.	SOURCEPAGE:SpC							TEMPBONUS:ANYPC|VAR|TurnLevelUndead|4|TYPE=Sacred|PREALIGN:LG,NG,CG		TEMPBONUS:ANYPC|VAR|TurnLevelUndead|-4|TYPE=Sacred|PREALIGN:LE,NE,CE			
Hypotermia			TYPE:Divine	CLASSES:Cleric=4|Druid=3		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Deals 1d6 per caster level [max 10d6] and becomes fatigued. Save halves damage and negates fatigue.	SOURCEPAGE:SpC												
Ice Axe			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Battleaxe-shaped weapon of swirling ice.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Axe deals 2d12 of cold damage +1/2 caster level [max +10].	SOURCEPAGE:SpC												
Ice Claw			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:10-ft ice claw.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Claw gets one grappling attack a round; see text.	SOURCEPAGE:SpC												
Ice Dagger			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Dagger of ice.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Dagger-shaped peice of ice deals 1d4/caster level [max 5d4] damage; creatures within 5 ft. of target take 1 pt of cold damage.	SOURCEPAGE:SpC												
Ice Flowers			TYPE:Divine	CLASSES:Cleric=6|Druid=5		SCHOOL:Transmutation		DESCRIPTOR:Cold	COMPS:V, S	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:20-ft-radius burst.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:No	DESC:Creates dense rumble and causes 1d6/caster level [max 15d6]. No affect in desert or solid stone.	SOURCEPAGE:SpC												
Ice Gauntlet			TYPE:Divine	CLASSES:Cleric=1		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Attack as if wearing a +1 spiked guantlet. Deals normal damage for your size + 1d4 cold damage.	SOURCEPAGE:SpC												
Ice Knife			TYPE:Arcane	CLASSES:Assassin=2|Sorcerer,Wizard=2		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Cold	COMPS:S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:One icy missile.		DURATION:Instantaneous	SAVEINFO:Fort partial or Reflex half; See text.	SPELLRES:Yes	DESC:Ranged attack with a +2 every two caster levels. If you hit deal 2d8 cold damage and 2 Dex damage; see text.	SOURCEPAGE:SpC												
Icelance			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=3		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Cold	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One lance of ice.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Creates an ice lance; ranged touched attack at +4, if it hit causes 6d6 points, make save or be stunned for 1d4 rounds.	SOURCEPAGE:SpC		COST:50										
Illusory Feast			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Illusion	SUBSCHOOL:Pattern	DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:40-ft-radius spread.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Illusion causes creatures to stop and eat; see text.	SOURCEPAGE:SpC												
Illusory Pit			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S	CASTTIME:1 full round	RANGE:Medium	TARGETAREA:10-ft-cube/level.		DURATION:Concentration + 1 round/level	SAVEINFO:Will disbelief	SPELLRES:No	DESC:Create a bottomless pit, stuns creatures.	SOURCEPAGE:SpC												
Imbue Familiar with Spell Ability			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Universal			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Familiar touched.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Imbues the familiar to cast spells.	SOURCEPAGE:SpC												
Imperious Glare			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Necromancy		DESCRIPTOR:Fear|Mind-Affecting	COMPS:S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:Save or creature must cower in fear.	SOURCEPAGE:SpC												
Implacable Pursuer			TYPE:Arcane.Divine	CLASSES:Assassin=4|Blackguard=4|Ranger=4		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 minute	RANGE:Long	TARGETAREA:One creature.		DURATION:1 hour/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:Gives direction and distance any time the target moves 10 ft.	SOURCEPAGE:SpC												
Improvisation			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Get 2 luck points/caster level to use; see text.	SOURCEPAGE:SpC												
Incite			TYPE:Arcane.Divine	CLASSES:Bard=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 swift action	RANGE:Close	TARGETAREA:Creatures in a 10-ft radius burst.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Forces creature to act, it cannot delay or ready an action.	SOURCEPAGE:SpC												
Incorporeal Enhancement			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One incorporeal undead/level.		DURATION:24 hours	SAVEINFO:None	SPELLRES:No	DESC:Targets gain +1 Deflection to AC, +1d8 bonus HP, +1 to attack and +2 turn resistance [all increase by base amount every five caster levels]; see text.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|(%CHOICE+4)/5|TYPE=Enhancement		BONUS:COMBAT|BAB|(%CHOICE+4)/5|TYPE=Enhancement	CHOOSE:NUMBER|MIN=1|MAX=20|TITLE=Choose Choose caster level	BONUS:VAR|TurnResistBonus|((%CHOICE+4)/5)|TYPE=Enhancement			
Incorporeal Nova			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=6		SCHOOL:Necromancy		DESCRIPTOR:Death	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:50-ft-radius burst.		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:The spell destroys 1d4/caster level [max 20d4] HD worth of creatures.	SOURCEPAGE:SpC												
Indomitability			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level or until discharged	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Protects against the first incapacitating attack during the spell's duration. An incapacitating attack is one that would reduce the recipient to less than 1 hp. Must be from damage.	SOURCEPAGE:SpC												
Infernal Threnody			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Evocation		DESCRIPTOR:Evil|Sonic	COMPS:V, S	CASTTIME:1 full round	RANGE:50-ft.	TARGETAREA:50-ft-radius emanation, centered on you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Boost evil-aligned divine spellcasters by 2 levels.	SOURCEPAGE:SpC							TEMPBONUS:ANYPC|VAR|TurnLevelUndead|4|TYPE=Sacred|PREALIGN:LE,NE,CE		TEMPBONUS:ANYPC|VAR|TurnLevelUndead|-4|TYPE=Sacred|PREALIGN:LG,NG,CG			
Infernal Tranformation			TYPE:Divine	CLASSES:Cleric=4		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Assume the form and many of the qualities of a bone devil [MM 52].	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellInfernalTransformation|1
Infernal Tranformation (Lesser)	OUTPUTNAME:Infernal Transformation, Lesser		TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Assume the form and many of the qualities of a bearded devil [MM 52].	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellInfernalTransformationLesser|1
Infernal Wound			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Creature injured by weapon loses 2 additional hit points each round for the duration of the spell. Heal Check based on spell DC.	SOURCEPAGE:SpC												
Inferno			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Transmutation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:6 rounds; See text.	SAVEINFO:Fort negates and Reflex partial; See text	SPELLRES:Yes	DESC:Cause single creature to burst in flames causing 6d6 and decreases 1d6 each round [min 1d6] for duration of spell.	SOURCEPAGE:SpC												
Infestation of Maggots			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/2 levels	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Deal 1d4 constitution per round. Save ends the spell and the effect.	SOURCEPAGE:SpC												
Inhibit			TYPE:Arcane.Divine	CLASSES:Bard=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:You inhibit your foe from acting. The subject is forced to delay until the following round, acting immediately before you on your initiative count.	SOURCEPAGE:SpC												
Inky Cloud			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:30-ft-radius spread, centered on you.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Inky cloud that works under water.	SOURCEPAGE:SpC												
Insidious Rhythm			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 immediate action	RANGE:Medium	TARGETAREA:One creature.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Make it difficult to concentrate for spellcasters.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|SKILL|TYPE=Intelligence,Concentration|-4			
Insightful Feint			TYPE:Arcane	CLASSES:Assassin=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Gain +10 insight bonus on the next single Bluff check.	SOURCEPAGE:SpC												
Inspirational Boost			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round or special; See text.	SAVEINFO:None	SPELLRES:No	DESC:Bardic Inspire Courage morale bonus increases by 1.	SOURCEPAGE:SpC									TEMPBONUS:PC|VAR|InspireCourageSaves,InspireCourageAttack,InspireCourageDamage|1			
Instant Locksmith			TYPE:Arcane	CLASSES:Assassin=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Make one Disable Device check or one Open Lock check in this round as a free action. Gain +2 insight bonus.	SOURCEPAGE:SpC												
Instant Refuge			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Evocation			COMPS:V, S, M, XP	CASTTIME:10 minutes	RANGE:Personal	TARGETAREA:You.		DURATION:Until discharged	SAVEINFO:None	SPELLRES:No	DESC:As contingency, except you name six conditions that trigger and choose the locale you will go to.	SOURCEPAGE:SpC		COST:250	XPCOST:100									
Instant Search			TYPE:Arcane.Divine	CLASSES:Assassin=1|Ranger=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:You can make one Search check in this round as a free action. You gain a +2 insight bonus on the check.	SOURCEPAGE:SpC												
Interplanar Message			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Evocation		DESCRIPTOR:Language-Dependent	COMPS:V, S	CASTTIME:1 standard action	RANGE:See text	TARGETAREA:One creature.		DURATION:24 hours/level or until discharged.	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Send 25 words or less to the targeted creature; see text.	SOURCEPAGE:SpC												
Interplanar Telepathic Bond			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Divination			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:You and one creature/3 level, no two of which are more than 30-ft. Apart.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Link lets allies communicate on same or different planes.	SOURCEPAGE:SpC												
Invisibility (Superior)	OUTPUTNAME:Invisibility, Superior		TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal or Touch	TARGETAREA:You or a creature or object weightni no more than 100 lbs/level.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:No	DESC:More powerful invisibilty.	SOURCEPAGE:SpC												
Invisibility (Swift)	OUTPUTNAME:Invisibility, Swift		TYPE:Arcane	CLASSES:Assassin=2|Bard=1		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Functions as invisibility, except as noted.	SOURCEPAGE:SpC												
Iron Bones			TYPE:Arcane.Divine	CLASSES:Cleric=4|Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Corporeal undead creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Skeleton changes to Iron; grants +5 to natural armor AC.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|6|TYPE=NaturalArmor							
Stone Bones			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Corporeal undead creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Skeleton changes to Iron; grants +5 to natural armor AC.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|3|TYPE=NaturalArmorEnhancement							
Iron Silence			TYPE:Arcane.Divine	CLASSES:Assassin=2|Bard=2|Cleric=2		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One suit of armor touched/3 levels.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:Hide and Move Silent check ignore the Armor penalty during the duration of the spell.	SOURCEPAGE:SpC												
Ironguard			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Abjuration			COMPS:V, S, F, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Non-magical metal passes right through you.	SOURCEPAGE:SpC		COST:100										
Ironguard (Lesser)			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Non-magical metal passes right through you.	SOURCEPAGE:SpC												
Ironguts			TYPE:Arcane.Divine	CLASSES:Bard=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target gains +5 alchemical bonus on Fort saves against all poisons.	SOURCEPAGE:SpC												
Ironthunder Horn			TYPE:Arcane	CLASSES:Bard=1|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:Cone-shaped burst.		DURATION:Instantaneous	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Creatures must save or be knocked prone.	SOURCEPAGE:SpC												
Jagged Tooth			TYPE:Divine	CLASSES:Druid=3|Ranger=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One natural slashing or piercing weapon of target creature.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Doubles the critical threat range of one natural weapon.	SOURCEPAGE:SpC												
Jaws of the Wolf			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One or more created worgs.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Transform small wooden carvings into real worgs equal to one for every two caster levels.	SOURCEPAGE:SpC												
Joyful Noise			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Abjuration			COMPS:S	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:10-ft-radius emanation, centered on you.		DURATION:Concentration; See Text	SAVEINFO:None	SPELLRES:No	DESC:Dispels any magical silence.	SOURCEPAGE:SpC												
Junglerazer			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=3		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:120-ft.	TARGETAREA:120-ft line.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Fey, vermin, plants and plant creatures and animals caught in the area take 1d10/caster level [max 10d10] negative energy.	SOURCEPAGE:SpC												
Jungle's Rapture			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living nonplant creature.		DURATION:Permanent	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target takes 1d6 Dex damage, each day victim takes additional 1d6 Dex.	SOURCEPAGE:SpC												
Kelpstrand			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/3 level, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Make ranged attacks against each target; see text.	SOURCEPAGE:SpC												
Kiss of the Vampire			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Gain vampirelike abilities; see text.	SOURCEPAGE:SpC		COST:50								TEMPBONUS:PC|VAR|SpellKissOfTheVampire|1	BONUS:VAR|KissOfTheVampireLVL|(min(CASTERLEVEL/2,10))	
Knight's Move			TYPE:Divine	CLASSES:Cleric=3|Paladin=2		SCHOOL:Transmutation	SUBSCHOOL:Teleportation		COMPS:V, S, DF	CASTTIME:1 swift action	RANGE:5-ft./2 levels	TARGETAREA:You.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Teleport and end up flanking an opponent.	SOURCEPAGE:SpC												
Know Greatest Enemy			TYPE:Divine	CLASSES:Blackguard=1|Paladin=1		SCHOOL:Divination			COMPS:V, DF	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped emanation.		DURATION:Concentration, up to 1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Determine the relative power levels of tagets; see text.	SOURCEPAGE:SpC												
Know Opponent			TYPE:Arcane.Divine	CLASSES:Bard=3|Cleric=3		SCHOOL:Divination			COMPS:S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Learn strengths or weaknesses of opponent; see text.	SOURCEPAGE:SpC												
